Rank,Title,Rating,Image_URL,Episodes,Dates,Members
130,One Punch Man,8.50,https://cdn.myanimelist.net/r/50x70/images/anime/12/76049.jpg?s=40b6c7dbbbb94c44675116d301150078,TV (12 eps),Oct 2015 - Dec 2015,3138984
131,Kimetsu no Yaiba,8.49,https://cdn.myanimelist.net/r/50x70/images/anime/1286/99889.jpg?s=e497d08bef31ae412e314b90a54acfda,TV (26 eps),Apr 2019 - Sep 2019,2924002
132,Mob Psycho 100,8.49,https://cdn.myanimelist.net/r/50x70/images/anime/8/80356.jpg?s=1d7f8902c64d166b821e50ea68267c2a,TV (12 eps),Jul 2016 - Sep 2016,2016283
133,Ansatsu Kyoushitsu 2nd Season,8.49,https://cdn.myanimelist.net/r/50x70/images/anime/8/77966.jpg?s=4161bf9d25a2816af9642ead2cd3a831,TV (25 eps),Jan 2016 - Jul 2016,1398322
134,Fate/stay night Movie: Heaven's Feel - II. Lost Butterfly,8.49,https://cdn.myanimelist.net/r/50x70/images/anime/1974/98158.jpg?s=ec1b1ac07bd5fcd166381a293ae7dbee,Movie (1 eps),Jan 2019 - Jan 2019,378055
135,Summertime Render,8.49,https://cdn.myanimelist.net/r/50x70/images/anime/1120/120796.jpg?s=a52ff27a36d2c027953221d2627c898e,TV (25 eps),Apr 2022 - Sep 2022,488230
136,Uchuu Kyoudai,8.49,https://cdn.myanimelist.net/r/50x70/images/anime/1290/135694.jpg?s=2883be9b92f1324837154a37c3fbfd2f,TV (99 eps),Apr 2012 - Mar 2014,190993
137,Karakai Jouzu no Takagi-san Movie,8.48,https://cdn.myanimelist.net/r/50x70/images/anime/1376/123398.jpg?s=603a44ecfc3df15b5d32a61f37c8abcc,Movie (1 eps),Jun 2022 - Jun 2022,67477
138,Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,8.48,https://cdn.myanimelist.net/r/50x70/images/anime/5/54231.jpg?s=290c9412a715da372f5393aa76a8c5d6,Movie (1 eps),Oct 2013 - Oct 2013,371238
139,Aria the Origination,8.48,https://cdn.myanimelist.net/r/50x70/images/anime/1394/129606.jpg?s=40be9ddec07ac7f8c452e436a2992771,TV (13 eps),Jan 2008 - Apr 2008,126636
140,Banana Fish,8.48,https://cdn.myanimelist.net/r/50x70/images/anime/1190/93472.jpg?s=a44d13e8e51c4c0e8f80f019e142614c,TV (24 eps),Jul 2018 - Dec 2018,838753
141,Gintama: The Semi-Final,8.47,https://cdn.myanimelist.net/r/50x70/images/anime/1694/110521.jpg?s=b433e81b786eb85104bf7621078f4509,Special (2 eps),Jan 2021 - Jan 2021,73590
142,Rainbow: Nisha Rokubou no Shichinin,8.47,https://cdn.myanimelist.net/r/50x70/images/anime/9/72697.jpg?s=4752a62572e2172fe039d10d7163a125,TV (26 eps),Apr 2010 - Sep 2010,389198
143,Shiguang Dailiren II,8.47,https://cdn.myanimelist.net/r/50x70/images/anime/1897/137108.jpg?s=c1dcfed9333a84bd827eaf17d045d817,ONA (12 eps),Jul 2023 - Sep 2023,91762
144,Nichijou,8.46,https://cdn.myanimelist.net/r/50x70/images/anime/3/75617.jpg?s=a6141f357026aca2496b1a9debaf9d2b,TV (26 eps),Apr 2011 - Sep 2011,876052
145,Yuu☆Yuu☆Hakusho,8.46,https://cdn.myanimelist.net/r/50x70/images/anime/1228/111372.jpg?s=564b60dca1108a5de9706ee146556481,TV (112 eps),Oct 1992 - Jan 1995,671953
146,Chihayafuru 3,8.46,https://cdn.myanimelist.net/r/50x70/images/anime/1898/110709.jpg?s=43f1e4859f31ae7b736048e1aeafa246,TV (24 eps),Oct 2019 - Mar 2020,137085
147,Jujutsu Kaisen 0 Movie,8.46,https://cdn.myanimelist.net/r/50x70/images/anime/1121/119044.jpg?s=1ff4db7140a7d31a110576b2699c87c1,Movie (1 eps),Dec 2021 - Dec 2021,829936
148,Bungou Stray Dogs 4th Season,8.45,https://cdn.myanimelist.net/r/50x70/images/anime/1263/132759.jpg?s=69958a08d37c2dde50c4efecf95ef172,TV (13 eps),Jan 2023 - Mar 2023,262955
149,Golden Kamuy 3rd Season,8.45,https://cdn.myanimelist.net/r/50x70/images/anime/1763/108108.jpg?s=22d3f08e16a4dc2ae42c578afb5601a3,TV (12 eps),Oct 2020 - Dec 2020,162232
150,Mo Dao Zu Shi: Wanjie Pian,8.45,https://cdn.myanimelist.net/r/50x70/images/anime/1634/116782.jpg?s=f3e813705fd0d84678835c9f3d36f3dd,ONA (12 eps),Aug 2021 - Oct 2021,76697
151,Owarimonogatari,8.45,https://cdn.myanimelist.net/r/50x70/images/anime/8/76479.jpg?s=06972a9be6f61b90db15c82e26ffffa8,TV (12 eps),Oct 2015 - Dec 2015,470094
152,Road of Naruto,8.45,https://cdn.myanimelist.net/r/50x70/images/anime/1731/128787.jpg?s=bf5ba8e6be8d41201104efca93441fa0,ONA (1 eps),Oct 2022 - Oct 2022,31914
153,Steins;Gate Movie: Fuka Ryouiki no Déjà vu,8.45,https://cdn.myanimelist.net/r/50x70/images/anime/1611/112806.jpg?s=c9538c011d7fc90662a6ba3bf7fe7939,Movie (1 eps),Apr 2013 - Apr 2013,583945
154,Yuru Camp△ Movie,8.44,https://cdn.myanimelist.net/r/50x70/images/anime/1052/123863.jpg?s=aab79fe08e11f51ac87c32b4074b4762,Movie (1 eps),Jul 2022 - Jul 2022,72257
155,Zoku Owarimonogatari,8.44,https://cdn.myanimelist.net/r/50x70/images/anime/1022/96168.jpg?s=f029ef4f042b18083f8378d1047dd780,TV (6 eps),May 2019 - Jun 2019,220444
156,Haikyuu!!,8.44,https://cdn.myanimelist.net/r/50x70/images/anime/7/76014.jpg?s=ef5c00cb929dcd690c87f56e6d1b0c8a,TV (25 eps),Apr 2014 - Sep 2014,1920538
157,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season,8.44,https://cdn.myanimelist.net/r/50x70/images/anime/11/75045.jpg?s=f50d24a2193eebe6b4cf0324cc93333c,TV (24 eps),Jan 2015 - Jun 2015,1083304
158,Kono Subarashii Sekai ni Shukufuku wo! Movie: Kurenai Densetsu,8.44,https://cdn.myanimelist.net/r/50x70/images/anime/1638/119321.jpg?s=9d54492700ed5fa0d7ce691a7ecaac6d,Movie (1 eps),Aug 2019 - Aug 2019,751737
159,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,8.44,https://cdn.myanimelist.net/r/50x70/images/anime/1724/117421.jpg?s=7cb81cc30fde7c71dfa4279cdcc18262,TV (12 eps),Jan 2021 - Mar 2021,854323
160,Mushishi Zoku Shou: Odoro no Michi,8.43,https://cdn.myanimelist.net/r/50x70/images/anime/8/63539.jpg?s=68a1b75daf7fbe8bc816301a2888eef4,Special (1 eps),Aug 2014 - Aug 2014,99164
161,Saenai Heroine no Sodatekata Fine,8.43,https://cdn.myanimelist.net/r/50x70/images/anime/1671/111411.jpg?s=a4ec323a1a79e0ade2f7c5aaca88bafb,Movie (1 eps),Oct 2019 - Oct 2019,178243
162,Gintama: Yorinuki Gintama-san on Theater 2D,8.43,https://cdn.myanimelist.net/r/50x70/images/anime/1172/90571.jpg?s=ca93bbed324d77e2e4bf81178e7f4ba2,Movie (2 eps),Aug 2012 - Aug 2012,43571
163,Grand Blue,8.43,https://cdn.myanimelist.net/r/50x70/images/anime/1302/94882.jpg?s=3fc1cd740bf7ba7389dcd7aa9576af4e,TV (12 eps),Jul 2018 - Sep 2018,756991
164,Fruits Basket: Prelude,8.42,https://cdn.myanimelist.net/r/50x70/images/anime/1034/120096.jpg?s=e71de341b6c0e5917e24da0be9af35dd,Movie (1 eps),Feb 2022 - Feb 2022,100205
165,Kono Oto Tomare! Part 2,8.42,https://cdn.myanimelist.net/r/50x70/images/anime/1422/111621.jpg?s=e3a85578ef04eee2d779b113a9aca245,TV (13 eps),Oct 2019 - Dec 2019,171122
166,Koukaku Kidoutai: Stand Alone Complex,8.42,https://cdn.myanimelist.net/r/50x70/images/anime/11/50857.jpg?s=4ac2b90079ffba4dee9a72852d852779,TV (26 eps),Oct 2002 - Oct 2003,391534
167,Mononoke,8.42,https://cdn.myanimelist.net/r/50x70/images/anime/3/20713.jpg?s=3938ebc2f550dbab2563df778857ee86,TV (12 eps),Jul 2007 - Sep 2007,319595
168,Natsume Yuujinchou Movie: Utsusemi ni Musubu,8.42,https://cdn.myanimelist.net/r/50x70/images/anime/1250/94846.jpg?s=186bc126139583f2a56bb80c6575ce80,Movie (1 eps),Sep 2018 - Sep 2018,70268
169,Saiki Kusuo no Ψ-nan 2,8.42,https://cdn.myanimelist.net/r/50x70/images/anime/1961/91383.jpg?s=98a1123f1f794ba0c851840461394e4f,TV (24 eps),Jan 2018 - Jun 2018,624379
170,Karakai Jouzu no Takagi-san 3,8.41,https://cdn.myanimelist.net/r/50x70/images/anime/1861/120361.jpg?s=5334524cd9458aa6780d00471b2f07d7,TV (12 eps),Jan 2022 - Mar 2022,179354
171,Saiki Kusuo no Ψ-nan,8.41,https://cdn.myanimelist.net/r/50x70/images/anime/11/80167.jpg?s=1c4f87499deea4f4dbc09805e23bf243,TV (120 eps),Jul 2016 - Dec 2016,1071779
172,Shingeki no Kyojin: Kuinaki Sentaku,8.41,https://cdn.myanimelist.net/r/50x70/images/anime/8/69497.jpg?s=a8c7a9cf76d4a6e498a5cb725b9b130c,OVA (2 eps),Dec 2014 - Apr 2015,504968
173,Violet Evergarden Gaiden: Eien to Jidou Shuki Ningyou,8.41,https://cdn.myanimelist.net/r/50x70/images/anime/1667/112943.jpg?s=7427319acfcda03bee52afb64700af90,Movie (1 eps),Sep 2019 - Sep 2019,407467
174,Dr. Stone: New World Part 2,8.41,https://cdn.myanimelist.net/r/50x70/images/anime/1236/138696.jpg?s=08b9eaa01bb86177f2ce9a57169e3bc3,TV (11 eps),Oct 2023 -,183047
175,Hunter x Hunter,8.41,https://cdn.myanimelist.net/r/50x70/images/anime/1305/132237.jpg?s=66e2612ff838a900a28976ba213a4867,TV (62 eps),Oct 1999 - Mar 2001,578753
176,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,8.41,https://cdn.myanimelist.net/r/50x70/images/anime/1295/106551.jpg?s=ea15a93e0d25bce3e6c15e2c3ddb66a1,TV (12 eps),Jan 2019 - Mar 2019,1688217
177,Josee to Tora to Sakana-tachi,8.40,https://cdn.myanimelist.net/r/50x70/images/anime/1714/108892.jpg?s=91c32e474b4264f69ad23b4208a67ebe,Movie (1 eps),Dec 2020 - Dec 2020,405002
178,Major S5,8.40,https://cdn.myanimelist.net/r/50x70/images/anime/9/75218.jpg?s=2a0ccaba4c466d690270815f23a3b650,TV (25 eps),Jan 2009 - Jun 2009,70033
179,Mo Dao Zu Shi,8.40,https://cdn.myanimelist.net/r/50x70/images/anime/1253/93893.jpg?s=7f7fdff1f5c7ebd1cb5469cebb7fddda,ONA (15 eps),Jul 2018 - Oct 2018,224847
180,Natsume Yuujinchou Roku Specials,8.40,https://cdn.myanimelist.net/r/50x70/images/anime/10/87615.jpg?s=7fa0a56172c0fceaaaa8769d87d4d927,Special (2 eps),Sep 2017 - Oct 2017,45845
181,Sayonara no Asa ni Yakusoku no Hana wo Kazarou,8.40,https://cdn.myanimelist.net/r/50x70/images/anime/11/89556.jpg?s=c81e5bf28128120f3ebe27b03bb2e527,Movie (1 eps),Feb 2018 - Feb 2018,418690
182,Vivy: Fluorite Eye's Song,8.40,https://cdn.myanimelist.net/r/50x70/images/anime/1637/115052.jpg?s=3ae12e5655172683b122c2d0f32c257d,TV (13 eps),Apr 2021 - Jun 2021,520060
183,Gintama°: Aizome Kaori-hen,8.39,https://cdn.myanimelist.net/r/50x70/images/anime/1962/133573.jpg?s=df4d69bea4a1c3a4fdb25e352e6e95e9,OVA (2 eps),Aug 2016 - Nov 2016,83924
184,Houseki no Kuni,8.39,https://cdn.myanimelist.net/r/50x70/images/anime/3/88293.jpg?s=2f89ca5ffbebe4fef879fa9b983d716c,TV (12 eps),Oct 2017 - Dec 2017,448628
185,Kamisama Hajimemashita: Kako-hen,8.39,https://cdn.myanimelist.net/r/50x70/images/anime/3/81250.jpg?s=0f36fe7a3f5ee0bc66190c5a1feef8a1,OVA (4 eps),Aug 2015 - Aug 2016,163847
186,Kara no Kyoukai Movie 7: Satsujin Kousatsu (Go),8.39,https://cdn.myanimelist.net/r/50x70/images/anime/9/56619.jpg?s=7c65dc2e6a174deb88141b3a73ed2380,Movie (1 eps),Aug 2009 - Aug 2009,204137
187,Kaze ga Tsuyoku Fuiteiru,8.39,https://cdn.myanimelist.net/r/50x70/images/anime/1936/129119.jpg?s=c56ef17aed9af051806f7726307bfb8c,TV (23 eps),Oct 2018 - Mar 2019,294072
188,Kimetsu no Yaiba: Mugen Ressha-hen,8.38,https://cdn.myanimelist.net/r/50x70/images/anime/1065/118763.jpg?s=96fd0aa8c83e6ac9b0375671c9160968,TV (7 eps),Oct 2021 - Nov 2021,698186
189,Mushoku Tensei: Isekai Ittara Honki Dasu,8.38,https://cdn.myanimelist.net/r/50x70/images/anime/1530/117776.jpg?s=66e9881567062ce45eddd8330bd9cc30,TV (11 eps),Jan 2021 - Mar 2021,1249655
190,Tensei shitara Slime Datta Ken 2nd Season,8.38,https://cdn.myanimelist.net/r/50x70/images/anime/1271/109841.jpg?s=8abec65944244475ed90db5cf43e3c7a,TV (12 eps),Jan 2021 - Mar 2021,915194
191,3-gatsu no Lion,8.38,https://cdn.myanimelist.net/r/50x70/images/anime/3/82899.jpg?s=1aeb9dcf4f99bbc52cc3202afd22bb02,TV (22 eps),Oct 2016 - Mar 2017,666596
192,Barakamon,8.38,https://cdn.myanimelist.net/r/50x70/images/anime/1426/111248.jpg?s=8abf35da87707ea81557e0287f88eb76,TV (12 eps),Jul 2014 - Sep 2014,652074
193,Chihayafuru 2,8.38,https://cdn.myanimelist.net/r/50x70/images/anime/6/47435.jpg?s=96425fd590fd89663edeb6b57f8762b3,TV (25 eps),Jan 2013 - Jun 2013,231803
194,Cowboy Bebop: Tengoku no Tobira,8.38,https://cdn.myanimelist.net/r/50x70/images/anime/1439/93480.jpg?s=217164eb9dcb906162f44881547dd22b,Movie (1 eps),Sep 2001 - Sep 2001,369916
195,Cross Game,8.38,https://cdn.myanimelist.net/r/50x70/images/anime/6/22103.jpg?s=e10cc8df9c87122f488fa4a3dfeaf9fb,TV (50 eps),Apr 2009 - Mar 2010,122817
196,Made in Abyss Movie 2: Hourou Suru Tasogare,8.37,https://cdn.myanimelist.net/r/50x70/images/anime/1336/95168.jpg?s=a5f2e9e90804daf6278e510d0164b12d,Movie (1 eps),Jan 2019 - Jan 2019,131614
197,Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari,8.37,https://cdn.myanimelist.net/r/50x70/images/anime/6/42265.jpg?s=9008efb885dc37963677bd99b87784b3,Movie (1 eps),Oct 2012 - Oct 2012,199625
198,Mo Dao Zu Shi: Xian Yun Pian,8.37,https://cdn.myanimelist.net/r/50x70/images/anime/1404/106707.jpg?s=93d13ce542660657245004605b5aa2ac,ONA (8 eps),Aug 2019 - Sep 2019,102220
199,Non Non Biyori Nonstop,8.37,https://cdn.myanimelist.net/r/50x70/images/anime/1033/111540.jpg?s=b3183aeb226e09a0416e4a31f13a24f8,TV (12 eps),Jan 2021 - Mar 2021,120685
200,Kaze no Tani no Nausicaä,8.36,https://cdn.myanimelist.net/r/50x70/images/anime/10/75914.jpg?s=7baf536ca16c2625bd3d615972f1fbfc,Movie (1 eps),Mar 1984 - Mar 1984,367517
201,Kizumonogatari I: Tekketsu-hen,8.36,https://cdn.myanimelist.net/r/50x70/images/anime/1783/112810.jpg?s=21ada9780dfe8eaa40cc9a41580bbaba,Movie (1 eps),Jan 2016 - Jan 2016,519081
202,Mahou Shoujo Madoka★Magica,8.36,https://cdn.myanimelist.net/r/50x70/images/anime/11/55225.jpg?s=cff930c5de079dbeab2107067050e03c,TV (12 eps),Jan 2011 - Apr 2011,1262262
203,Baccano!,8.36,https://cdn.myanimelist.net/r/50x70/images/anime/3/14547.jpg?s=32ce1ad2936def90d8b51ddeef6a82cd,TV (13 eps),Jul 2007 - Nov 2007,893905
204,Haikyuu!! To the Top,8.36,https://cdn.myanimelist.net/r/50x70/images/anime/1813/105367.jpg?s=2c637559f268084c193510cb1e0853e3,TV (13 eps),Jan 2020 - Apr 2020,907314
205,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan,8.36,https://cdn.myanimelist.net/r/50x70/images/anime/1958/107912.jpg?s=f81054ad8ef432d1211eccc1a89bb20c,TV (12 eps),Jul 2020 - Sep 2020,708067
206,Usagi Drop,8.35,https://cdn.myanimelist.net/r/50x70/images/anime/2/29665.jpg?s=4921bb7bab905258c4f675cde9ee400b,TV (11 eps),Jul 2011 - Sep 2011,488394
207,Shinseiki Evangelion,8.35,https://cdn.myanimelist.net/r/50x70/images/anime/1314/108941.jpg?s=8055a0c1ad69357576fc40b690b63b03,TV (26 eps),Oct 1995 - Mar 1996,1772496
208,Fumetsu no Anata e,8.35,https://cdn.myanimelist.net/r/50x70/images/anime/1880/118484.jpg?s=73b91a0146dfa5fadc5ff9f870c72741,TV (20 eps),Apr 2021 - Aug 2021,842731
209,Gintama: Shiroyasha Koutan,8.35,https://cdn.myanimelist.net/r/50x70/images/anime/6/16161.jpg?s=d86b56f6fa0b0b2ea38f6f52bbf35056,Special (1 eps),Sep 2008 - Sep 2008,69033
210,Hellsing Ultimate,8.35,https://cdn.myanimelist.net/r/50x70/images/anime/6/7333.jpg?s=00a2f1443aaff74d48d9a5547db67cc3,OVA (10 eps),Feb 2006 - Dec 2012,911211
211,K-On! Movie,8.35,https://cdn.myanimelist.net/r/50x70/images/anime/5/76233.jpg?s=73f3861d89e8cc4fa3f0c1fb3dd13813,Movie (1 eps),Dec 2011 - Dec 2011,324124
212,Bakuman. 2nd Season,8.34,https://cdn.myanimelist.net/r/50x70/images/anime/3/34923.jpg?s=687c7ca6984aaf49e789ee724bfe1dc8,TV (25 eps),Oct 2011 - Mar 2012,349214
213,IDOLiSH7 Third Beat! Part 2,8.34,https://cdn.myanimelist.net/r/50x70/images/anime/1458/125998.jpg?s=fcef8a332e1758c605884cb94640cac7,TV (17 eps),Oct 2022 - Feb 2023,12918
214,Initial D First Stage,8.34,https://cdn.myanimelist.net/r/50x70/images/anime/1384/127972.jpg?s=2b7046bea885b88c9742e0abdb601da6,TV (26 eps),Apr 1998 - Dec 1998,370511
215,Suzume no Tojimari,8.34,https://cdn.myanimelist.net/r/50x70/images/anime/1598/128450.jpg?s=1c9970b63e4ef5047f87ef1cc9c5a95a,Movie (1 eps),Nov 2022 - Nov 2022,294684
216,Tian Guan Cifu,8.34,https://cdn.myanimelist.net/r/50x70/images/anime/1319/109301.jpg?s=f4dfec0f11710c6cfc65a15c0040c6d4,ONA (11 eps),Oct 2020 - Jan 2021,132119
217,Psycho-Pass,8.34,https://cdn.myanimelist.net/r/50x70/images/anime/5/43399.jpg?s=a5f419aedb5908dfd0a419e6abfb588b,TV (22 eps),Oct 2012 - Mar 2013,1603468
218,Ramayana: The Legend of Prince Rama,8.34,https://cdn.myanimelist.net/r/50x70/images/anime/1070/104671.jpg?s=8b5c8eb173268715c7beded9381ce875,Movie (1 eps),Jan 1993 - Jan 1993,10347
219,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,8.34,https://cdn.myanimelist.net/r/50x70/images/anime/1444/108005.jpg?s=b998e66dcfad4bbd4510b9ece4c9eb99,TV (13 eps),Jul 2020 - Sep 2020,1075785
220,Kidou Senshi Gundam: The Origin,8.33,https://cdn.myanimelist.net/r/50x70/images/anime/4/72702.jpg?s=02880f9b4c66b7d0163247e35513e17f,OVA (6 eps),Feb 2015 - May 2018,71952
221,Kiseijuu: Sei no Kakuritsu,8.33,https://cdn.myanimelist.net/r/50x70/images/anime/3/73178.jpg?s=aeb28b4778c7bcdfcb0004cbb1a55523,TV (24 eps),Oct 2014 - Mar 2015,1826239
222,Natsume Yuujinchou: Itsuka Yuki no Hi ni,8.33,https://cdn.myanimelist.net/r/50x70/images/anime/11/79742.jpg?s=75845af879606bdd39df23f88e029330,OVA (1 eps),Feb 2014 - Feb 2014,78911
223,One Outs,8.33,https://cdn.myanimelist.net/r/50x70/images/anime/7/21065.jpg?s=f072084cc11c8f6d110959a0b894d57c,TV (25 eps),Oct 2008 - Apr 2009,233828
224,Romeo no Aoi Sora,8.33,https://cdn.myanimelist.net/r/50x70/images/anime/4/17979.jpg?s=0b2d6ebde2359d7f11653456d5dba4d7,TV (33 eps),Jan 1995 - Dec 1995,49081
225,Sasaki to Miyano Movie: Sotsugyou-hen,8.33,https://cdn.myanimelist.net/r/50x70/images/anime/1574/128922.jpg?s=3400ad5f51bb5e70fabc7d3e2b0a99d0,Movie (1 eps),Feb 2023 - Feb 2023,35558
226,Bakemonogatari,8.33,https://cdn.myanimelist.net/r/50x70/images/anime/11/75274.jpg?s=3bb5c42c0803621dde09c52f5c4d4249,TV (15 eps),Jul 2009 - Jun 2010,1378460
227,Boku no Hero Academia 6th Season,8.33,https://cdn.myanimelist.net/r/50x70/images/anime/1483/126005.jpg?s=b8756ff0c26901e2dd71012ecc5532fa,TV (25 eps),Oct 2022 - Mar 2023,595698
228,Tensei shitara Slime Datta Ken 2nd Season Part 2,8.33,https://cdn.myanimelist.net/r/50x70/images/anime/1033/118296.jpg?s=b9bf55fe3bde302bb588e99a5b40ef79,TV (12 eps),Jul 2021 - Sep 2021,720807
229,Versailles no Bara,8.33,https://cdn.myanimelist.net/r/50x70/images/anime/9/57043.jpg?s=9b897c61bf549192bf5785871331f8a3,TV (40 eps),Oct 1979 - Sep 1980,95258
230,"Violet Evergarden: Kitto ""Ai"" wo Shiru Hi ga Kuru no Darou",8.33,https://cdn.myanimelist.net/r/50x70/images/anime/9/89993.jpg?s=8a5f3ffd618a69ac0c28f2b9aaa0d9ca,Special (1 eps),Jul 2018 - Jul 2018,321556
231,Tian Guan Cifu Special,8.32,https://cdn.myanimelist.net/r/50x70/images/anime/1043/110306.jpg?s=4ad346d5d71ea633f204f838891b72c7,ONA (1 eps),Feb 2021 - Feb 2021,43879
232,Uchuu Senkan Yamato 2199,8.32,https://cdn.myanimelist.net/r/50x70/images/anime/2/36607.jpg?s=5c1a28568a211edad30f1b8d210c64ff,OVA (26 eps),May 2012 - Oct 2013,113443
233,Kingdom 2nd Season,8.32,https://cdn.myanimelist.net/r/50x70/images/anime/13/53589.jpg?s=780066d781b44e43c59ebf5219c607d8,TV (39 eps),Jun 2013 - Mar 2014,121733
234,Major S6,8.32,https://cdn.myanimelist.net/r/50x70/images/anime/2/75216.jpg?s=c5d9e4b0b6af882efd7c2ef23802e67d,TV (25 eps),Apr 2010 - Sep 2010,62003
235,Natsume Yuujinchou Go Specials,8.32,https://cdn.myanimelist.net/r/50x70/images/anime/3/84887.jpg?s=bceafc2d8f76576934e823f76aebdd7e,Special (2 eps),Mar 2017 - Apr 2017,44999
236,Fate/stay night: Unlimited Blade Works 2nd Season,8.32,https://cdn.myanimelist.net/r/50x70/images/anime/1881/124810.jpg?s=bcc9a2280d895b064514afd7598e6081,TV (13 eps),Apr 2015 - Jun 2015,838700
237,Given,8.32,https://cdn.myanimelist.net/r/50x70/images/anime/1666/102238.jpg?s=83f09aa12b3e071b0761c6aedea010a6,TV (11 eps),Jul 2019 - Sep 2019,553924
238,Hibike! Euphonium 2,8.31,https://cdn.myanimelist.net/r/50x70/images/anime/10/81155.jpg?s=132573741b7a7c619eaa7c8260c28702,TV (13 eps),Oct 2016 - Dec 2016,222713
239,Hunter x Hunter: Original Video Animation,8.31,https://cdn.myanimelist.net/r/50x70/images/anime/1/137.jpg?s=3c5ffeb645abc7c46147639522ed4e68,OVA (8 eps),Jan 2002 - Apr 2002,124876
240,Katanagatari,8.31,https://cdn.myanimelist.net/r/50x70/images/anime/1112/119225.jpg?s=8483e6dd4b09a1e78b981c0c4ed407c4,TV (12 eps),Jan 2010 - Dec 2010,554353
241,Kemono no Souja Erin,8.31,https://cdn.myanimelist.net/r/50x70/images/anime/9/19845.jpg?s=25812ddf8cde8a5c6ea9ebf93148ec7e,TV (50 eps),Jan 2009 - Dec 2009,85114
242,Mushoku Tensei II: Isekai Ittara Honki Dasu,8.31,https://cdn.myanimelist.net/r/50x70/images/anime/1898/138005.jpg?s=c6a46eac8a1a806c7f0baa64abeea35a,TV (12 eps),Jul 2023 - Sep 2023,462959
243,Natsume Yuujinchou,8.31,https://cdn.myanimelist.net/r/50x70/images/anime/1681/108439.jpg?s=539875b65ff54a7d3e8ea8e40cd47a85,TV (13 eps),Jul 2008 - Sep 2008,530794
244,NHK ni Youkoso!,8.31,https://cdn.myanimelist.net/r/50x70/images/anime/3/52675.jpg?s=e0121ee07b2b86ae6fde9c7f35278a6b,TV (24 eps),Jul 2006 - Dec 2006,727594
245,Ookami to Koushinryou II,8.31,https://cdn.myanimelist.net/r/50x70/images/anime/6/59399.jpg?s=9c18270f2db6cd2c537c9fb5c6caff26,TV (12 eps),Jul 2009 - Sep 2009,484203
246,Kuroko no Basket 3rd Season,8.30,https://cdn.myanimelist.net/r/50x70/images/anime/4/68299.jpg?s=047c586d552e0b0ea90cb19074fb6ea8,TV (25 eps),Jan 2015 - Jun 2015,747070
247,Meitantei Conan Movie 06: Baker Street no Bourei,8.30,https://cdn.myanimelist.net/r/50x70/images/anime/1400/94320.jpg?s=d3ff77dd3be364a4acd6749dae7f564d,Movie (1 eps),Apr 2002 - Apr 2002,76525
248,Sakamichi no Apollon,8.30,https://cdn.myanimelist.net/r/50x70/images/anime/1604/98654.jpg?s=33b1684e514164504652d1ca876ac738,TV (12 eps),Apr 2012 - Jun 2012,379425
249,Wu Liuqi: Xuanwu Guo Pian,8.30,https://cdn.myanimelist.net/r/50x70/images/anime/1884/111224.jpg?s=bd20cad00db54c393cc635e429bdb9ef,ONA (10 eps),Jan 2021 - May 2021,59505
250,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,8.30,https://cdn.myanimelist.net/r/50x70/images/anime/5/79697.jpg?s=c664a137ce3f854a2343cf39921ae579,TV (11 eps),Apr 2011 - Jun 2011,1581639
251,Ashita no Joe,8.30,https://cdn.myanimelist.net/r/50x70/images/anime/5/64671.jpg?s=dfba4b857b18777714cb8af6fd629ec4,TV (79 eps),Apr 1970 - Sep 1971,89198
252,Blue Lock,8.30,https://cdn.myanimelist.net/r/50x70/images/anime/1258/126929.jpg?s=a978bcf47a16c7859d20c21e32764a65,TV (24 eps),Oct 2022 - Mar 2023,619081
253,Boku dake ga Inai Machi,8.30,https://cdn.myanimelist.net/r/50x70/images/anime/10/77957.jpg?s=27f147795f08191cf1a96a2b50e1756c,TV (12 eps),Jan 2016 - Mar 2016,2045691
254,Diamond no Ace: Second Season,8.30,https://cdn.myanimelist.net/r/50x70/images/anime/9/74398.jpg?s=3a65df0ba1e32d5454a294bfbd29fb0e,TV (51 eps),Apr 2015 - Mar 2016,135117
255,Evangelion Movie 2: Ha,8.30,https://cdn.myanimelist.net/r/50x70/images/anime/5/74983.jpg?s=568a7140c29ba7eff0b06c46b34e2877,Movie (1 eps),Jul 2009 - Jul 2009,531909
256,Ginga Eiyuu Densetsu: Die Neue These - Gekitotsu,8.30,https://cdn.myanimelist.net/r/50x70/images/anime/1859/118711.jpg?s=f59faad66a14b5807e013a334ece3c33,Movie (12 eps),Mar 2022 - May 2022,20054
257,Kage no Jitsuryokusha ni Naritakute!,8.30,https://cdn.myanimelist.net/r/50x70/images/anime/1874/121869.jpg?s=f469d8e23e55ab4ea838d35f498a1412,TV (20 eps),Oct 2022 - Feb 2023,569329
